"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1712672005856903420","Fri Oct 13 03:30:00 +0000 2023","0","Sleep Calls? Dapatkan pengalaman internet terbaik dengan BNET sehingga Kamu dapat tetap terhubung dengan teman-teman Kamu di sleep calls favorit Kamu. Tidurlah nyenyak dan bangun siap beraksi!#StayConnectedWithBNET #bnetaslikarawang #bnet #karawang #betterinternetbetterlife","1712672005856903420","","","in","","0","0","0","https://x.com/undefined/status/1712672005856903420","1630451515738693637",
"1680143924411891713","Sat Jul 15 09:15:01 +0000 2023","0","Bnet Academy Ciptakan Tenaga SMK Karawang Siap Kerja - NAWACITAPOST - https://t.co/EhAzOL4utE https://t.co/VCrZVVGZ9w","1680143924411891713","https://pbs.twimg.com/media/F1ER_r2aIAEou_J.jpg","","in","","0","0","0","https://x.com/undefined/status/1680143924411891713","1297798716133236736",
"1679420844920176640","Thu Jul 13 09:21:46 +0000 2023","0","Kelas Industri BNET Academy Ciptakan SDM Siap Kerja Siswa SMK di Karawang https://t.co/35NjtYEdGh","1679420844920176640","","","in","","0","0","0","https://x.com/undefined/status/1679420844920176640","1257993508360577024",
"1609526231602704385","Sun Jan 01 12:25:31 +0000 2023","0","@BNET_Karawang minta info terkait layanan yg di tawarkan min thx","1609526231602704385","","BNET_Karawang","in","","0","0","0","https://x.com/undefined/status/1609526231602704385","210105457",
"1540978933943832576","Sun Jun 26 08:43:02 +0000 2022","0","Pemuda Muhammadiyah Karawang MoU dengan BNET https://t.co/djS7u7DJvE","1540978933943832576","","","in","","0","0","2","https://x.com/undefined/status/1540978933943832576","1371284874598903808",
"1526492712479952899","Tue May 17 09:19:58 +0000 2022","0","Wabup Karawang Berikan Motivasi Saat Hadir Dalam Acara BNet Mini Hatch https://t.co/MNW2uYhfoN","1526492712479952899","","","in","","0","0","0","https://x.com/undefined/status/1526492712479952899","1371284874598903808",
"1515841188552577026","Sun Apr 17 23:54:36 +0000 2022","1","Dari Karawang Menjelajah Dunia: Kisah Roberto Gustinov dan BNET https://t.co/StqCxwpPPG lewat @properti_kini #properti #beritaproperti #BeritaTerkini #PropertiTerkini #tokoh","1515841188552577026","","","in","","0","0","0","https://x.com/undefined/status/1515841188552577026","982662876304310272",
"1505903486508142596","Mon Mar 21 13:45:44 +0000 2022","0","BNET Mini Hatch Ajak Talenta Muda Siswa Vokasi Karawang Kembangkan Ekosistem Digital https://t.co/Hst6kmkylM","1505903486508142596","","","in","","0","0","0","https://x.com/undefined/status/1505903486508142596","1371284874598903808",
"809965563271319556","Thu Jan 13 13:35:52 +0000 2022","0","@BNET_Karawang minta info coverage area di karawang dong","1481621019635089412","","BNET_Karawang","in","","0","0","0","https://x.com/undefined/status/1481621019635089412","1233602751680012288",
"1464085544531492869","Fri Nov 26 04:16:09 +0000 2021","2","admin wifi gue paling the best seduniaaaaa ayok orang karawang pake BNet aja asli ini mah mantep https://t.co/6hdIXOvggA","1464085544531492869","https://pbs.twimg.com/media/FFF6CWBUcAAElaK.jpg","","in","","0","2","0","https://x.com/undefined/status/1464085544531492869","1317773557682692096",
"1428277981911281668","Thu Aug 19 08:49:41 +0000 2021","0","bnet provider internet asli karawang. bagus gak ye","1428277981911281668","","","in","","0","2","0","https://x.com/undefined/status/1428277981911281668","71940152",
"1273517079614771206","Thu Jun 18 07:25:07 +0000 2020","0","PT. Wahana Internet Nusantara (BNET) merupakan perusahan penyedia jasa layanan akses internet yang berasal dari Karawang. Lebih tepatnya beralamat di Jl. Dr. Taruno No.127 Adiarsa Barat Karawang Jawa Barat (1)","1273517079614771206","","","in","","0","0","0","https://x.com/undefined/status/1273517079614771206","1269213927390343169",
"1270961736032509952","Thu Jun 11 06:11:05 +0000 2020","1","mau tanya dong ada yang belangganan internet atau mau beralanganan? sharing yuk disini. Bisa cek website kami https://t.co/EOAeKsTUma dan juga di Intsagram bnet.karawang untuk berlangganan.","1270961736032509952","","","in","","0","0","0","https://x.com/undefined/status/1270961736032509952","1219874336674181120",
"1247362488133398528","Tue Apr 07 03:16:06 +0000 2020","0","Siapa kaya gini? Tag orangnya - - - #covid_19 #dirumahaja #bnetkarawang #bnet #stayhome #staysafe #stayhealthy @ Karawang https://t.co/D97ByiZ05D","1247362488133398528","","","in","","0","0","0","https://x.com/undefined/status/1247362488133398528","1219874336674181120",
